Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
B9WRT8;Q4JFB7;O02289,gla-3,NA,NA,NA,NA,NA,2.72E-35,15.2,644
C1P658;C1P659;B9WRT9;C1P660;O45881,mlt-11,0.461044732,-2.027932529,-2.818114304,-1.762221232,-1.701282893,0,11.2,3000
B9WRU1;Q9U2H8;F5GUI4,,-0.10701825,NA,-0.595217194,NA,NA,8.04E-54,5.9,1667
B9ZSG9,ztf-18,NA,NA,NA,NA,0.143197521,6.68E-21,6.6,873
C0KDV0;G5EEC9,kcc-2,-0.278817403,-0.187387707,-0.248170473,-0.983458812,-0.644225472,1.64E-61,14,1061
C0P270;C0P268,,NA,0.020238029,NA,NA,NA,1.43E-35,40.3,206
P34358-3;P34358;C0P274,ced-7,NA,NA,NA,NA,NA,6.75E-120,13,1691
C0P278,,0.163251764,0.125887665,-0.412727339,-0.642193247,-0.998123276,2.00E-71,36.9,271
C0P279,,NA,NA,NA,NA,NA,0.00024506,9.3,161
C0P283,unc-119,NA,NA,NA,NA,NA,9.26E-13,10.1,199
C0P285,,-0.969749128,NA,NA,NA,NA,2.00E-07,17.7,79
C0P287,,0.197781963,-0.41467678,-0.669933836,-0.472799672,-0.581206609,9.13E-25,36.9,233
Q7JK70;Q9U280;C0P289,tat-1,-0.60445093,-0.415326009,0.546856477,0.677010472,0.413672394,2.34E-66,16.3,1089
C0VXV7,,NA,NA,NA,NA,NA,0.00010584,5.5,237
C0Z1Y6,,NA,NA,NA,NA,NA,1.27E-09,18.5,271
C0Z1Y7,sec-20,-0.425351877,-0.03885755,0.284598591,NA,0.365499662,1.06E-32,29.5,234
C0Z1Y9,,-0.266396773,-0.301821736,-0.235849577,0.441438468,0.382870813,1.34E-33,23.3,240
C0Z3L4;C0Z3L5;Q9XWX5;A5HW96,,1.521763316,NA,NA,NA,NA,5.68E-21,3.5,1537
C0Z3L6,,NA,NA,NA,NA,NA,6.50E-09,23.4,124
C0Z3M2;Q9U226,taf-12,NA,NA,NA,NA,NA,1.36E-07,9.4,309
Q09517;C1P622,let-767,0.393671486,0.158461566,-0.859890059,-1.082702589,-1.074710934,0,54.4,316
C1P626,,NA,NA,NA,NA,NA,5.31E-09,36.4,44
Q22028;C1P627,dnj-16,0.211731917,0.012169823,0.033746743,0.163187144,0.137663672,0,74.3,378
Q18937;C6KRJ2;C1P629,cfim-2,-0.567837462,-0.66120233,-0.568129417,-0.427498905,-0.227864273,1.99E-57,27.8,489
C1P633;C1P635;C6KRJ8;D3YT29;C1P634,magi-1,-0.607105384,NA,NA,NA,NA,5.78E-17,3.7,1054
C1P641;Q21313;C1P640;G5EEV6,epi-1,-0.205892928,-0.222804561,-0.22342255,-0.111164889,0.096005394,0,37.2,3663
C1P648;Q20833,,0.642436735,NA,NA,NA,NA,4.35E-45,16.8,588
C2BR91,,NA,NA,NA,NA,NA,9.64E-10,8.5,200
C2BR94,,-0.470510835,-0.080521232,-0.250597823,-0.272142662,-0.170566057,3.49E-76,40.7,599
G5EDT8;C2BR97,smg-3,-0.44826666,0.20966167,0.319927743,0.476317615,0.503179769,7.28E-97,19.4,1142
C3JXE2,,0.015928399,0.017446258,0.014980548,0.21853117,0.095172972,1.08E-64,31.7,540
C4ALD3,,1.868805648,NA,NA,NA,NA,2.14E-97,18.2,335
C4RVF5,,NA,NA,NA,NA,NA,6.78E-10,14.1,192
C5NU64,,0.046623001,NA,NA,-0.095181789,NA,1.53E-35,16.5,655
C6KRG1,,-0.964805228,NA,NA,NA,-0.597507338,4.63E-41,26,219
Q20498-2;C6KRH8;Q20498,rrc-1,NA,NA,NA,NA,NA,2.26E-09,6.5,742
C6KRI9;Q22847,,0.355331513,-0.216237552,-0.486044993,-0.606631732,-0.563060483,2.49E-248,20.4,2300
C6KRJ1,,NA,NA,NA,NA,NA,1.85E-57,35.8,388
C6KRJ5,,0.285512679,-0.218347209,-0.257976116,-0.236829335,-0.09423607,4.91E-39,71.4,91
C6KRK6;Q9XVV6,,NA,NA,NA,NA,NA,1.95E-05,9.7,238
Q21890-3;C6KRK8;Q21890-2;Q21890;C6KRK9,R102.4,1.09446425,0.447091792,-0.622461867,-1.831593537,-2.04463892,8.98E-172,42.3,383
C6KRL2,,-0.895923002,-0.255319441,-2.284928641,-3.507921465,-4.347098671,3.01E-12,36.7,90
C6KRM2;Q8I4M5;Q93342,gls-1,-0.719314887,0.684503327,0.774182156,0.803241896,0.64685741,2.22E-86,18.7,1008
Q1ZXT4;Q1ZXT3;C6KRN1,sao-1,NA,0.832205347,0.930490297,0.235365097,0.659107359,1.41E-104,39.3,224
C6KRN2,sao-1,NA,NA,NA,NA,NA,8.70E-108,39.5,228
D7SFP5;O02335;C6KRN3,,-0.253747285,-0.189033824,0.388166635,0.320684307,NA,4.11E-06,9.3,215
C6KRN4;Q5FC39,,-1.967353084,0.51857705,1.013800251,1.234024026,1.489767206,8.45E-126,50.2,207
C6KRP0;G5EBZ8,ark-1,-0.276079728,-0.539531071,-0.63663622,-0.639695233,-1.136453909,5.38E-52,11.8,1039
C6KRP5;C6KRP6;O62133,sqrd-1,-0.928881927,-1.708540416,-0.243547227,0.345692786,-0.133432007,1.03E-108,28.7,422
Q9XTQ6;C6KRQ4,tbh-1,-2.773490027,0.739974344,2.698623067,3.154955622,3.378164264,0,39.7,585
C7FZU4;C7FZU3;Q93791,nid-1,-0.150039693,-0.297602299,-0.164271398,-0.33822472,-0.46967763,0,20,1248
C7FZU5,,-0.352645545,-0.374510926,0.095388739,0.095851205,0.205629885,2.67E-92,49.5,212
C7IVQ9,,NA,NA,NA,NA,NA,2.89E-12,21.1,114
Q9NAH1;C7IVS4,,-1.085356667,0.223525382,0.186196239,0.341610263,0.521535492,0,36.8,1428
C7IVS5;C7IVS6,pqn-80,-0.829524866,-0.096126889,0.005927209,0.139458256,0.489827983,5.80E-34,10.1,1416
C8JQQ0,,NA,NA,NA,NA,NA,4.03E-08,25,76
C8JQQ3;O16707,,NA,NA,NA,NA,NA,5.80E-25,13.4,142
P46551;C8JQR0;C8JQQ9,cdtl-7;cdk-12,-0.413810687,-0.309059743,-0.442014566,-0.192699178,-0.225891862,1.28E-75,18.5,730
C8JQR8;C8JQR7;Q03412,unc-7,NA,NA,NA,NA,NA,0.00020847,2.7,402
C8JQR9;Q20799,F55A11.4,NA,NA,NA,NA,NA,3.15E-45,10.5,535
C8JQS1;O45750,osm-7,0.519073148,NA,NA,NA,NA,1.06E-09,4.5,561
C8JQS6;Q9XUL1,,NA,NA,NA,NA,NA,0.00048829,7.6,185
C9IY22;C9IY21,,-0.742696124,-0.079975377,0.391304285,0.543214874,0.549577887,2.16E-24,18.3,224
Q23157;C9IY29,inx-11,NA,NA,0.114488108,NA,0.620135098,7.90E-06,6,465
D0FK02,,NA,NA,0.196359643,NA,NA,6.12E-11,13.3,248
D0G904,,NA,NA,NA,NA,NA,3.92E-17,7.3,150
D0G915,,NA,NA,NA,NA,NA,2.38E-105,27.1,399
D0IMZ5;D0IMZ7;D0IMZ8;D0IMZ6;Q9TYW4,fln-1,-0.369941022,-0.053250385,0.469769411,0.460449077,0.492687396,0,66.1,2255
D0VWL6;D0VWL7;Q18109,fln-2,-0.633849659,-0.510759422,-0.651866835,-0.275483893,-0.339365461,0,27.7,3692
D0VWL8,fln-2,NA,NA,NA,NA,NA,0,37.1,2422
Q20623;D0VWM4,glb-17,NA,-0.059078342,NA,NA,NA,1.38E-55,26.4,216
Q20414;D0VWM8;Q6BEV0,tdp-1,-0.54260475,-0.490467444,-0.678522677,-0.410992287,-0.404794153,8.13E-52,34.5,411
D0VWN8;Q17897;C6KRJ3,,NA,NA,0.197269104,0.669900582,0.201460027,7.71E-17,7.2,762
D0VWP5,,NA,NA,NA,NA,NA,8.26E-05,7.9,151
D0Z5N2;G5ECG1;Q8I4D8;G5EBL5;Q9U2I0;Q8I4D7;D0Z5N1,crh-1,NA,NA,NA,-0.229957009,-0.228849468,2.09E-08,11.1,189
Q9XVY4;D0Z5N4,gcn-2,NA,0.27064301,0.616104973,0.735331466,1.080881154,2.74E-42,6,1696
D0Z5P0,sql-1,0.683274978,0.034500127,-0.032241931,-0.423524388,NA,2.76E-207,25.5,1328
D1MN54;D1MN51,unc-82,NA,NA,NA,NA,NA,7.16E-47,12,1554
D1MN62;P34445-2;E1B6R4;E1B6R5,F54C8.7,NA,NA,NA,NA,NA,7.38E-78,47.5,257
G5ECA3;G5EFC5;P49808;G5EFV0;P34295;D1MN65,rgs-2;rgs-1,NA,NA,NA,NA,NA,0.00038468,9.3,162
D1MN68,gpb-1,NA,NA,NA,NA,NA,2.67E-28,20.3,153
Q20480;Q7JMD3;D1MN70,sir-2.2,1.118225764,NA,NA,NA,NA,7.37E-29,21.6,287
Q22832;D1MN75,,NA,NA,NA,-0.419646753,NA,2.66E-17,10.5,493
Q20184;D1MN80,ech-2,0.330882502,-0.019061365,-0.166586914,-0.402503901,-0.470094293,1.01E-106,54.4,283
D1MN81,,NA,NA,NA,NA,NA,2.34E-21,25,108
D1MN85,ife-1,0.170069278,0.251384201,0.324310508,0.361712961,0.346077835,9.15E-99,42.9,231
D2Y8W1;Q7JM91;Q18425,sphk-1,NA,NA,NA,-1.00784134,-1.743040957,1.80E-15,16,394
D2YW05,,NA,NA,NA,NA,NA,1.46E-110,30.6,209
D3DEL8;Q9U308-2;D3DEL7;Q9U308,jac-1,-0.455859809,-0.356707253,0.07416764,-0.446785562,0.057571824,1.72E-44,10.9,1011
D3KFS6;Q20331,pgp-4,NA,NA,NA,NA,NA,6.87E-13,6.7,1266
D3KFU1;Q27GQ4;Q20109;Q067Y1,kdin-1,-0.642100805,0.010730175,0.216367341,0.220530143,-0.205142241,2.26E-103,10.2,1398
D3KFX0;D3KFX1,,-0.171847314,0.905466637,1.208661003,NA,NA,5.46E-23,9,333
Q9U3B3;G5EBF6;Q9Y0A0;D3NQ87;Q9Y0A1;Q8MXI9,itr-1,-0.192951618,0.208460953,0.412250982,0.115425522,0.00069266,2.46E-299,17,2836
D3NQ92,,NA,NA,1.147553637,2.077223667,2.840525812,6.37E-68,29.4,163
D3NQ96;D3NQ95;Q08I44;O62456,,NA,NA,NA,NA,NA,1.36E-06,6,319
Q2YS41;D3NQA9;Q8I102,bca-2,-0.42867841,-0.277627748,-0.417920008,-0.5431989,-0.697862762,5.91E-115,25.1,259
D3NQB9;Q86DA8,,NA,NA,NA,NA,NA,0.00047732,2,605
D3YT17;D3YT16,,NA,NA,NA,NA,NA,1.13E-11,7.7,209
Q22146;D3YT25,frk-1,NA,NA,NA,NA,NA,8.41E-06,4.6,390
D3YT31;Q7JLY9;Q7JLZ0;Q22435;D3YT30,,NA,NA,NA,NA,NA,2.56E-52,9.7,852
D3YT34,dur-1,NA,NA,NA,NA,NA,6.67E-279,89,300
D3YT35;Q23540,,NA,NA,NA,NA,NA,1.84E-09,20.3,123
D3YT36;Q23539;D3YT37,pyk-2,-0.157302466,-0.036186803,-0.516216908,-0.913798965,-1.359746047,6.17E-197,50.3,513
D3YT44;F5GUA7;Q27533,catp-6;W08D2.5,NA,NA,NA,NA,NA,1.05E-32,2.5,893
D3YT50;Q21921,sir-2.1,NA,-0.479954832,NA,NA,NA,1.24E-64,29.3,577
D3YT56,mars-1,NA,NA,NA,NA,NA,0,76.5,294
D3YT87;Q9XU41;D3YT88,,-0.356932568,NA,NA,NA,NA,6.27E-19,41.2,153
D4PHA0;Q9U3L3,,NA,NA,NA,NA,NA,8.95E-12,12.6,333
O02065;G5EFG9;G5EFF1;D4YW53,asd-2,0.618052199,-0.249991368,NA,-0.790271594,NA,3.17E-48,26.5,328
D4YWC3,dct-16,NA,NA,NA,NA,NA,1.50E-121,79.7,79
D5MCN2,larp-1,0.536377543,0.066261197,-0.130799111,-0.283329168,-0.418567779,0,36.1,1130
D5MCN8,dgk-4,-0.843421123,0.246104558,0.371664995,0.141812068,-0.148738913,3.38E-27,5.2,1288
D5MCP4;D5MCP3,,NA,NA,NA,NA,NA,3.69E-06,35.2,91
Q7JMB8;Q21900;D5MCR4;D5MCQ9;D5MCQ4;D5MCQ1;D5MCR5;D5MCQ8;D5MCQ2;D5MCQ3;D5MCQ7;D5MCQ6;D5MCQ5;D5MCR3;D5MCQ0;Q7Z204,sup-26,-0.863304159,-1.708054771,-1.475914972,-0.922426225,-0.664573859,9.63E-182,29.1,357
O17698;D5MCU1,,NA,NA,NA,NA,NA,1.01E-20,13.5,570
D5MCV0;Q9XUE0;O17945,dod-22,NA,NA,NA,NA,NA,1.23E-14,15.7,300
D5MNM9,,0.358916447,-0.023468281,-0.161307264,NA,NA,3.13E-11,32.5,160
D5SGZ9,mdt-9,NA,-0.299830762,NA,NA,NA,4.12E-18,46,113
D6R8W5;Q968A5,nstp-10;C50F4.14,0.094572077,NA,NA,NA,NA,8.53E-19,14.6,349
D6R8W9,rbc-1,-0.433707277,0.039206599,0.139807904,0.051354303,-0.118359726,6.45E-169,15.5,3011
D6R8X6;D6R8X7,,NA,NA,NA,NA,NA,0.00056563,8.7,115
D6RYD3;Q966A8,,0.505901894,-0.00604663,0.537570692,1.133400568,1.132071916,3.69E-20,17.8,163
D6RYD9,gfrp-1,NA,NA,-0.571531198,NA,NA,5.59E-07,28.4,95
D6RYE4,,NA,NA,NA,NA,NA,0.00070789,2.2,555
D6VPA0,math-38,-1.575554373,-0.44625623,-0.353774945,-1.28172792,-1.96502696,3.68E-72,44.5,440
D7SFI3,,-0.22983399,-0.067776372,0.334116105,0.362621605,0.181231227,0,61.8,254
D7SFJ4,,0.133353095,-0.01306915,-0.112766845,-0.478713002,-0.524866065,1.70E-23,30.1,183
D7SFK2,,0.714775355,-0.339593501,-0.628073654,-0.508022917,-1.157237782,6.78E-128,19,1081
D7SFL2,,0.079721946,-0.041383179,-0.376179232,-0.839314663,-0.737686761,0,40.3,822
D7SFN0;Q22639,vps-54,NA,NA,NA,NA,NA,8.18E-07,3.2,749
P92020;D7SFP3,,-0.52656966,0.991283652,0.240605513,-0.360982241,-0.577150837,1.49E-105,39.4,297
D7SFQ2;D7SFQ3,,NA,NA,NA,NA,NA,2.99E-36,26.9,509
D7SFQ9;D7SFQ8,,NA,NA,NA,NA,NA,1.26E-48,11.6,395
D9N119,,NA,NA,NA,NA,NA,0.00059866,9.3,118
D9N122;Q9BIF4,ehs-1,-0.141432791,-0.414027259,-0.209141398,-0.215989154,-0.113833829,2.29E-134,23.7,773
Q17818;D9N129,hpo-22,NA,-0.192699178,NA,0.078944579,NA,9.52E-54,17.9,750
Q9U3I3;D9PTN4;Q8MQ67;G5EF12;D9PTN5,,NA,NA,NA,NA,NA,3.76E-41,13.7,898
D9PTP7;D9PTP6;D9PTP5;D9PTP8,snx-6,-0.399225792,-0.004465437,0.107243732,0.147218084,0.158703114,6.88E-144,61.8,348
E0AHC8;P90785,,NA,NA,NA,NA,NA,6.21E-06,5.8,173
E0AHC9;Q9XVN3;E0AHD0;E0AHD1,ape-1,NA,-0.658737042,-0.339023333,NA,NA,1.09E-21,9.1,705
E0AHD4;E0AHD3,amx-3,NA,NA,NA,NA,NA,1.64E-05,6,365
E0AHE2;Q9TW45-3;Q9TW45-2;G5EE60;Q9TW45;Q9TW45-4;G5EE76;E0AHE3;E1B6W1,par-1,-0.258940968,-0.204015477,-0.174406419,-0.287826867,-0.202260984,1.05E-131,21.6,1041
E0DBL0,,NA,NA,NA,NA,NA,2.65E-09,7.5,359
E0R7L2;E0R7L3,,0.070921059,-0.005902957,NA,0.44654119,0.267531073,5.04E-27,19.9,417
E1B6Q6,,NA,NA,NA,NA,NA,1.08E-45,26.6,128
E1B6Q7;Q22973,,0.123213939,-0.111031312,-0.035342381,0.262105609,0.310074689,1.75E-84,55.1,187
E1B6R3;P34445,F54C8.7,0.342762451,0.011631605,-0.131326075,-0.130535557,-0.195977459,1.34E-84,46.7,270
E1B6R8,emc-5,0.413903025,NA,0.156482395,-0.179383654,-0.318114344,5.08E-55,27.1,144
E1B6R9;Q9U3K1,,0.576561668,NA,-2.251173719,-0.724562965,NA,1.03E-13,14,215
Q18788;E1B6T6,C52E4.5,0.731613517,0.348776057,0.017840578,-0.628820246,-0.796431631,2.00E-237,42.2,590
E1B6T7,try-10,NA,NA,0.587771275,NA,1.341061925,2.43E-18,10.4,355
E1B6U7;P91989,,0.43895253,0.489848242,NA,NA,NA,5.68E-25,20,100
E1B6W2;Q9XTU2,,-0.183708817,-0.321812675,-0.029841557,-0.156008221,-0.165815488,1.66E-127,33.5,707
Q23542;E2JKZ0;E2JKY8,dnc-1,-0.240375394,-0.010923027,0.228418624,0.383115387,0.321873995,0,39.9,1326
E2JL04,iars-2,-0.33822472,0.198245346,0.277026935,0.548459167,0.031046654,1.11E-83,18.1,1071
E3CTH1,,NA,NA,NA,NA,NA,7.18E-36,49.5,95
E3W741;Q18878,ttr-44,-0.162338958,-1.047398789,0.563710211,0.61164512,0.612549224,1.08E-14,27.1,144
E3W743;Q6A2D2,hpo-34,0.567510881,NA,NA,NA,NA,0,52.1,1362
E3W759;O17902,,NA,NA,1.947918037,1.706182238,4.440937021,1.19E-49,28.6,126
E3WIS3,,NA,NA,NA,NA,2.142098604,2.59E-05,20.5,78
Q21162;E5QCE7,dnj-14,-0.089362553,-0.547745939,0.446423232,0.18211483,0.284194467,4.24E-39,31.2,215
E5QCF5;P91040,,-0.082293836,-0.414568547,-0.165043649,0.283825584,0.164318416,1.12E-55,34.6,356
E5QCF6;P34558;E5QCF8;E5QCF7,T05G5.5,-0.068464451,-0.086104371,0.232158786,0.302724361,0.146275757,1.61E-39,41,227
Q23271;E5QCH1,,NA,0.123025393,NA,NA,0.874930854,1.42E-40,6.2,1152
Q93762;E5QCH3,,NA,0.179138919,NA,NA,NA,2.09E-23,17.6,527
E5QCI4;E5QCI3,,NA,-0.012497163,NA,NA,0.00876933,2.61E-47,11.9,582
Q7YWT5;E5QCJ3,,NA,NA,NA,NA,-0.378178655,5.85E-26,22.6,133
E8MDV8,,-0.825704232,0.228401722,-0.121943734,0.159057458,0.457950011,1.38E-109,50.3,147
Q9U2S7;E8MDW0,,NA,NA,0.136537242,NA,NA,2.92E-16,41.3,138
E8MDW2;E8MDW1,,NA,NA,NA,NA,NA,1.52E-20,19.7,147
E9P843,,NA,NA,NA,NA,NA,1.53E-63,22.7,88
E9P851,,NA,NA,NA,NA,NA,3.10E-05,1.7,822
E9P860;Q23388,,-0.702834822,0.499707823,0.524583024,0.260497494,NA,1.20E-77,12.1,2443
E9P861;E9P862;E9P863,taf-3,NA,-1.17037377,-0.274887812,NA,NA,1.29E-17,9.6,1007
Q9NAP4;E9P878;O45670;O45669,,NA,NA,NA,NA,-0.584577731,2.52E-20,7.7,246
O17720;E9P886,ttll-5,0.060954006,NA,NA,-0.377512488,NA,4.98E-68,20.2,677
E9RKC7,,-0.443288375,0.722943636,-0.619929424,-0.183581791,-0.192320435,5.70E-153,43.2,764
F0IWS9,,NA,0.841120125,0.450419537,NA,0.371385028,1.58E-37,25.1,227
F0IWT2,hum-7,NA,-0.022616379,NA,NA,NA,1.07E-16,2.8,1880
F0IWV1;Q9XWL5,,NA,NA,NA,NA,NA,2.32E-40,8.5,413
F1LIL5,,NA,NA,NA,NA,NA,1.66E-06,5.9,253
F1LIN4;G5EBH6,mboa-2,NA,NA,NA,-0.109561152,NA,5.61E-10,19.9,316
F3NWW3,math-14,NA,0.312724268,NA,NA,NA,2.93E-09,11.7,317
F3Y5P8;G5EEZ5,thk-1,NA,NA,NA,NA,NA,1.65E-09,15,260
F3Y5Q2;Q9U2B0,,0.287289777,0.797087098,0.590983874,0.377331981,0.18329381,5.00E-39,14.5,408
F3Y5Q7,spat-2,0.231853795,0.277691369,0.485034467,NA,-0.453754607,1.54E-125,29.5,601
F3Y5R9;Q9U2N7,,NA,NA,NA,0.499626231,NA,5.50E-09,2.7,402
F3Y5S3;F3Y5S2;Q5ZEP9,nfya-2,NA,NA,NA,NA,NA,5.88E-06,18.9,132
F5GU44,,NA,NA,NA,NA,NA,0.00046989,6.4,187
F5GU60,,1.448193627,2.657900435,NA,NA,0.385016953,1.32E-165,26.1,329
F5GU77;Q0PDK5,,NA,NA,NA,NA,NA,2.35E-05,5,443
F5GU86;F5GU87,otub-3,-0.655443425,-0.387693396,0.207944285,0.594813597,0.926015288,8.18E-30,17.9,330
Q22498;Q2XN02;F5GUA3,T14G10.5,0.104201053,-0.016924144,-0.002594517,-0.022616379,-0.014498127,0,62.5,870
F5GUA9,unc-43,NA,NA,NA,NA,NA,1.32E-286,53.4,298
Q18843;F5GUC6,pmp-3,-0.546363574,NA,-0.315913965,-0.308943288,NA,2.41E-44,10.6,660
F5GUC7;Q19553,,1.185867988,1.520810837,-0.519139283,0.178567331,0.196012545,7.47E-63,19.5,421
G5EG27;F5GUD3,tre-3,0.420646044,0.633837278,0.423332753,0.100576851,-0.063226802,1.35E-21,13.1,588
F5GUE2;Q9XVT9,clec-196,NA,NA,NA,-1.096531743,NA,1.44E-22,80.9,47
F5GUG4,,NA,NA,NA,NA,NA,6.23E-15,26.4,106
F5GUG6;F5GUH2;F5GUH0;F5GUG8;F5GUG7;F5GUH1,,-0.167100969,-0.544880997,-0.16889872,-0.129085148,-0.253505262,4.62E-117,47.5,219
F5GUI0;O17883,strl-1,-0.428999926,-0.254714968,NA,0.746228515,1.119510373,5.38E-54,30.7,241
G5EDG1;F5GUI9;O45962,rle-1,NA,0.3023685,NA,NA,0.32496094,8.60E-52,9.3,932
F8WU09,,-0.351176003,NA,0.421631234,NA,0.370620064,4.58E-30,9.7,575
G1K0V4,,NA,NA,NA,NA,NA,4.94E-09,6.3,573
P34563;G1K0V8,iff-1,-0.669389662,0.482049107,0.492687396,0.545255565,0.648077735,0,91.3,161
G1K0V9,iff-1,NA,NA,NA,NA,NA,9.47E-147,90.9,66
G1K0W5,,NA,NA,NA,NA,NA,0.00039861,11.1,108
Q1ZXU6;G1K0X0;Q22656;Q22655,pgp-6;pgp-7,-0.406101238,-0.117828004,-0.339251427,-0.578214165,-1.073271836,2.13E-199,22.8,1204
G1K101;G1K104;Q9XWW9,,NA,NA,NA,NA,NA,1.33E-45,20.6,578
G1K845;Q21970,miz-1,NA,NA,NA,NA,NA,1.79E-21,6.8,634
G2HJZ8;G2HJZ9;Q9NAL4,mdt-17,-0.641268561,-0.455123338,0.233091105,NA,0.071330272,3.15E-119,27.6,664
G3MTX2;Q10120,lin-52,NA,NA,NA,NA,NA,3.01E-28,43,121
G3MTX3;Q2XN10;P34314-2;P34314,tlk-1,-1.086444109,-0.804218807,-0.756852503,-0.316725022,0.0113553,2.45E-97,23.8,884
G3MU08;Q17424,trx-2,0.082239833,NA,NA,NA,0.268243271,2.52E-57,75.6,119
Q2L6U7;P90887;G3MU11,,-0.136322654,-0.139338514,0.289210094,0.324707959,-0.381394132,5.17E-45,36.2,218
Q27497;G3MU14,gsp-1,-0.256286071,-0.243912759,-0.36982938,-0.134483822,-0.228726355,3.65E-207,58.1,329
G3MU16;Q20010,sas-5,NA,NA,NA,NA,NA,2.69E-14,23.3,288
Q7JLE3;Q23318;G3MU30;G3MU28;G3MU29,,NA,NA,NA,NA,NA,1.49E-23,11.3,524
G3MU35;G5EBM4,cln-3.1,NA,NA,NA,NA,NA,0.00059037,4.1,387
Q93594;G3MU41;G3MU42;G3MU43,ncbp-2,-0.449746239,-0.569491092,-0.777367109,-0.323658291,-0.735868729,8.17E-49,40.9,154
G3MU56;G3MU57;P90897,,-0.387803665,-0.121943734,0.290074189,0.382701517,0.409067493,7.23E-279,25.6,940
Q7JKP1;G3MU68;O45799,scrm-1,NA,0.872498781,0.419796616,1.99286192,1.476417972,8.56E-08,8.7,289
G3MU69,ant-1.1,-0.061707085,NA,NA,NA,-0.984771612,0,62.8,242
G3MU79;G3MU82;G3MU83;Q7JKC3,math-33;usp-7,NA,NA,NA,NA,NA,0,39.6,1131
G3MU81;O45624;G3MU80;O45623,math-33,-0.627326676,-0.177598929,-0.011924948,0.17177464,0.274040765,0,39.5,1129
G4RTG4;Q95ZY7,ajm-1,-0.212133508,-0.678162071,-0.502737941,-0.236339539,-0.424062125,2.21E-84,18.3,1480
G4RYA5,,0.104728405,0.121015762,0.031105619,0.077391099,0.041966574,7.57E-200,44.6,625
O17405;G4RZL0,F09G2.8,-0.884168076,NA,-0.348345745,-0.039699918,NA,2.13E-10,6.2,516
G4S035,,0.793056767,NA,NA,NA,NA,2.14E-06,31.6,76
G4S185,anat-1,-0.992695932,0.315145364,0.255959493,0.431247944,0.354040164,9.15E-99,52.6,285
G4S1A4,,-0.067914014,0.310450347,-0.424599662,-1.354959864,-1.733527887,1.02E-114,40,235
G4S428;Q19429,,2.252775893,NA,-3.157189266,NA,NA,1.37E-50,24.2,513
G4S460;Q9TZ92,attf-3,NA,NA,NA,NA,NA,3.01E-12,4,1145
G4S4A1;P34374,unc-36,0.090265291,NA,NA,NA,NA,1.97E-08,4.1,1205
Q8WTM8;G4S708,wrb-1,NA,NA,NA,NA,NA,4.20E-40,19.8,192
G4S7A1,,-2.963843998,-0.646070469,0.897301561,2.126832518,2.851313143,3.07E-46,24.6,171
G4SB35,arid-1,NA,NA,NA,NA,0.094849382,7.42E-26,8.5,1645
G4SCE4,nhr-119,NA,NA,NA,NA,NA,7.62E-07,7.2,708
Q95XR3;G4SF15,,-1.565840854,-0.394514142,0.402359183,0.553934377,0.539351784,1.81E-56,20.4,401
G4SF79,,NA,NA,NA,NA,NA,7.85E-248,72.8,158
G4SF97;G4SFA4,,NA,NA,NA,NA,NA,1.82E-07,2,1748
Q19852;G4SFM6,rgl-1,NA,NA,NA,NA,NA,1.63E-05,1.9,860
G4SGI5;Q20629,,NA,NA,NA,NA,NA,7.78E-30,8.5,412
G4SI07,gei-15,0.306769544,-0.086104371,0.258839383,-0.151728955,-0.228356954,0,80,409
G5ECY7;G4SJU0,,0.789985262,-0.12895322,NA,NA,NA,1.21E-12,11.7,222
Q8ITV5;G4SJZ3,,-0.735002193,-0.030689204,-0.124460486,-0.04558276,0.022214535,2.06E-53,46.5,217
G4SL18,,NA,NA,NA,NA,NA,1.79E-105,6.4,2856
G4SL51;G5EER0,pqn-52,-1.348629021,-0.33433944,-0.275603079,0.520769439,0.663716612,6.70E-242,43.6,544
G5EFF0;G4SLD6;G5EDT5;G4SLH0;A7DT28;Q65XY2;G5EF69,ttn-1,-0.04851521,0.019682168,-0.057415612,-0.360308085,-0.630312271,0,26.5,18534
G4SN15;E8MDU9,,NA,NA,NA,NA,NA,3.02E-16,15.3,339
G4SNB8,,-0.258820397,NA,NA,-0.101515615,NA,3.42E-10,16.8,137
G4SNJ8,,NA,NA,NA,NA,NA,1.55E-06,11.8,228
G4SNP0;Q9N3C5,,-0.248291938,NA,NA,NA,NA,3.76E-11,5.2,906
G4SP89,,0.650317681,-0.134878054,-0.185232254,-0.336054824,-0.684728987,3.78E-42,42,119
G4SPY0;G4SPY1,,-0.313826296,-0.548831154,-0.686164326,-0.543495883,-0.325386415,6.17E-203,40.8,676
G4SRS5,abtm-1,0.256476415,-0.546264783,-0.341302653,-0.366699889,-0.339821505,1.54E-100,22.7,704
G5EE94;G5EBY2;G5EBE2,tbc-9,-0.279174108,NA,NA,-1.354113592,NA,1.59E-33,9.5,1245
G5EBE3,cir-1,0.442202727,NA,-0.113033665,NA,NA,5.93E-30,12.1,560
G5EBE8;G1K0Y1,,NA,-0.125651102,0.522799333,0.33808626,0.527886598,1.97E-36,6.2,2336
