Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected
Q20296-2;Q20296;A7LPD8,hda-6,NA,NA,NA,NA,NA,NA,0.634038767,NA,NA,NA,NA,NA,NA,NA,5.305286865,NA,6.29E-21,7.8,863,NA,NA,NA,NA,NA,NA,5.564214388,NA
A7LPE4;P34609-2;P34609-3;P34609;C0P271;C7FZT6;A7LPE3,unc-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53E-108,16.2,1185,NA,NA,NA,NA,NA,NA,NA,NA
A7LPE6;Q7JMU1;P34517;A7LPE5,gpdh-2,-1.362273495,-1.873458878,-1.733658034,-1.399006986,0.396251421,-0.008343459,-0.056583528,0.130128594,6.668935427,6.650336669,5.613387213,5.474580452,7.311880953,7.14928071,6.344058072,6.163995755,0,78.6,360,6.273997169,6.350324214,5.931352996,6.176754577,6.924042109,6.648456691,6.602985595,6.429064686
A7LPF3;Q20364,,-0.510151758,-0.376401527,NA,-1.643024958,0.927249334,0.393159842,0.500421953,NA,5.670208732,5.130462429,4.787219527,4.488578917,5.773896101,6.051229723,5.303476854,4.228297676,3.44E-170,27.7,657,5.275270474,4.830449974,5.10518531,5.190753041,5.386057258,5.550405704,5.562404376,4.493366608
A7LPF5;Q38G53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67E-28,14.1,227,NA,NA,NA,NA,NA,NA,NA,NA
Q9U377;G5EDQ5;A7LPF8,unc-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42E-35,23.1,108,NA,NA,NA,NA,NA,NA,NA,NA
Q5FC71;A7LPG5,,-1.08011186,NA,NA,NA,NA,0.403789964,NA,NA,5.882900043,5.44468483,4.66560913,NA,5.678026446,6.502836639,NA,5.756339378,1.35E-58,62.1,103,5.487961785,5.144672375,4.983574914,NA,5.290187603,6.002012619,NA,6.02140831
A7LPH5;Q19267,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10E-60,31,310,NA,NA,NA,NA,NA,NA,NA,NA
A7LPI2;Q94071,hlb-1;T21H8.1,0.859221344,0.707194697,NA,NA,0.128187886,NA,NA,NA,4.793245429,4.771153705,NA,4.542451947,4.868573911,4.607304871,NA,NA,2.90E-41,7.4,962,4.398307171,4.47114125,NA,5.244626072,4.480735068,4.106480851,NA,NA
A7LPI3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78E-19,20.3,197,NA,NA,NA,NA,NA,NA,NA,NA
A7LPI4;Q93616,lsy-22,NA,NA,NA,NA,0.319765674,NA,NA,NA,5.05838806,NA,NA,NA,5.897577612,NA,NA,NA,5.59E-13,10.7,291,4.663449802,NA,NA,NA,5.509738768,NA,NA,NA
A7LPI7,,NA,-0.70168212,NA,NA,NA,0.574820023,NA,NA,4.994515114,5.475859971,4.593518662,NA,5.391570195,6.240024783,NA,5.209863383,5.30E-06,25,92,4.599576856,5.175847516,4.911484446,NA,5.003731352,5.739200764,NA,5.474932314
A7LPJ5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.591654401,NA,NA,NA,5.062168173,4.691664877,NA,1.16E-62,38.8,255,NA,4.291641946,NA,NA,NA,4.561344154,4.950592399,NA
Q8I4B3;A7UQ07;Q23369,best-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87E-12,6.7,480,NA,NA,NA,NA,NA,NA,NA,NA
A7WK39;Q9N426,pnc-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04E-76,32.4,315,NA,NA,NA,NA,NA,NA,NA,NA
A7WK41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83E-54,62.2,164,NA,NA,NA,NA,NA,NA,NA,NA
A7WK43,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40E-08,15,120,NA,NA,NA,NA,NA,NA,NA,NA
A7WK48;A7WK47,pig-1,NA,NA,NA,NA,0.829510855,NA,NA,NA,NA,NA,NA,NA,4.906302711,4.743509765,4.213597437,NA,1.28E-87,20.7,699,NA,NA,NA,NA,4.518463867,4.242685745,4.472524959,NA
A8DZ32;O16580,gba-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-134,36,470,NA,NA,NA,NA,NA,NA,NA,NA
A8JJR1;Q9XUQ4;Q1ZXS5,vps-39,NA,NA,NA,NA,NA,NA,NA,NA,4.428345408,NA,NA,NA,4.663201341,NA,NA,NA,1.54E-20,8,920,4.03340715,NA,NA,NA,4.275362497,NA,NA,NA
A8WFF4,,1.737157966,1.978804575,NA,NA,NA,NA,NA,NA,5.816784657,5.839377476,NA,NA,NA,NA,NA,NA,9.03E-38,22.2,333,5.421846399,5.53936502,NA,NA,NA,NA,NA,NA
A8WFH5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48E-29,3.6,2444,NA,NA,NA,NA,NA,NA,NA,NA
A8WFH7;Q3HKC5,,-0.189033824,0.347747568,NA,NA,0.714207197,0.974319127,NA,NA,6.318981064,5.754203037,5.288651578,5.355604751,6.365431822,6.533899101,5.32292187,5.43858981,1.57E-08,5.2,422,5.924042806,5.454190582,5.606617362,6.057778875,5.977592979,6.033075081,5.581849392,5.703658742
Q1WBU8;A8WFI7,oga-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-33,9.7,854,NA,NA,NA,NA,NA,NA,NA,NA
A8WFJ8,,1.368588348,NA,NA,NA,NA,NA,NA,NA,5.782601603,5.073608388,NA,NA,5.16097846,NA,NA,NA,2.21E-141,80.8,302,5.387663345,4.773595933,NA,NA,4.773139617,NA,NA,NA
A8WFK6,gpx-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47E-21,28.4,197,NA,NA,NA,NA,NA,NA,NA,NA
A8WFM7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93E-23,21.1,180,NA,NA,NA,NA,NA,NA,NA,NA
A8WFM9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19E-06,6.7,225,NA,NA,NA,NA,NA,NA,NA,NA
A8WHR9;Q19762,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016352,9.1,165,NA,NA,NA,NA,NA,NA,NA,NA
A8WHS5;A8WHS4;Q20733,saeg-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3622185,NA,NA,NA,NA,NA,NA,1.02E-05,4,580,NA,4.062206045,NA,NA,NA,NA,NA,NA
A8WHS8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044575,5.2,252,NA,NA,NA,NA,NA,NA,NA,NA
A8WHT1,C53A5.17,NA,NA,NA,NA,NA,NA,NA,NA,4.037426498,NA,NA,NA,NA,4.671876034,NA,NA,3.53E-14,14.3,474,3.64248824,NA,NA,NA,NA,4.171052015,NA,NA
A8WHT8,,NA,-1.128095396,NA,NA,1.902928629,0.956963527,1.059344602,NA,4.604344874,5.160888516,5.149188311,5.415457483,5.082102884,5.97924326,6.291391053,6.183269844,3.21E-53,15.1,920,4.209406615,4.860876061,5.467154094,6.117631608,4.694264041,5.478419241,6.550318575,6.448338775
A8WI10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26E-13,7.8,231,NA,NA,NA,NA,NA,NA,NA,NA
A8WI97;Q9U1T6;Q8I4B8,,-1.20451637,-0.190804468,NA,NA,2.19759996,1.157334875,0.708349296,0.999653795,5.264369135,5.043047743,NA,NA,6.386267042,6.177305584,4.73016834,4.695245202,0,32,591,4.869430877,4.743035288,NA,NA,5.998428199,5.676481565,4.989095863,4.960314133
A8WIT0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43E-63,11.6,611,NA,NA,NA,NA,NA,NA,NA,NA
A8XMZ5,efhd-1,NA,NA,NA,NA,NA,NA,NA,NA,5.410726633,5.225309282,NA,NA,4.95966137,5.864303377,NA,NA,1.48E-53,56.4,179,5.015788375,4.925296827,NA,NA,4.571822527,5.363479358,NA,NA
A8XQ35;Q9U252,rsy-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013291,2.4,492,NA,NA,NA,NA,NA,NA,NA,NA
Q966L2;A9CZN9,,NA,NA,NA,NA,NA,NA,NA,NA,4.79336426,4.666639641,NA,NA,NA,5.567273455,NA,4.790651028,2.63E-91,36.6,276,4.398426002,4.366627186,NA,NA,NA,5.066449436,NA,5.05571996
A9D0C6;A9D0C3,,NA,NA,NA,NA,NA,0.521887598,NA,NA,NA,NA,NA,NA,NA,4.953339203,NA,NA,6.59E-81,24.3,518,NA,NA,NA,NA,NA,4.452515184,NA,NA
Q9BKU2;A9D2X7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85E-22,30.3,370,NA,NA,NA,NA,NA,NA,NA,NA
O16376;A9D4S6,,0.136902045,-0.272142662,-0.135272179,-0.020199923,0.861604904,0.340166754,0.485559561,0.954640909,5.984657807,5.978933372,5.300725883,4.803900743,6.422228598,6.346470335,5.38340241,5.241048151,2.53E-265,33.6,744,5.589719549,5.678920917,5.618691667,5.506074868,6.034389755,5.845646316,5.642329933,5.506117082
A9D649,sut-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54E-32,13.6,235,NA,NA,NA,NA,NA,NA,NA,NA
O44161;A9D699,zhit-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57E-07,31.9,116,NA,NA,NA,NA,NA,NA,NA,NA
A9D7B8;O44769,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.867491058,NA,NA,NA,4.56E-13,22.7,260,NA,NA,NA,NA,4.479652215,NA,NA,NA
A9D7Z5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10E-24,6.7,224,NA,NA,NA,NA,NA,NA,NA,NA
A9QY28,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59E-16,39.8,83,NA,NA,NA,NA,NA,NA,NA,NA
A9QY30,,NA,NA,NA,NA,NA,NA,NA,NA,4.607058079,NA,NA,NA,NA,NA,NA,NA,2.77E-16,20.1,284,4.212119821,NA,NA,NA,NA,NA,NA,NA
Q17948;Q9U3Q1;A9UJN4,pptr-2,-0.693141227,-0.791689067,-0.770279343,NA,0.836501268,0.260186453,0.615264938,0.651291672,5.187153954,5.336019212,4.549064599,NA,6.312388949,6.085861174,4.833663367,4.950033652,6.46E-238,38.6,557,4.792215696,5.036006757,4.867030382,NA,5.924550106,5.585037154,5.092590889,5.215102583
A9UJN7;Q93562,,-0.90519684,-1.640111869,-2.105175192,-1.491134776,0.887073057,0.567275718,0.51140273,0.488430758,5.441930675,5.493917895,4.777158477,4.293627692,6.017367284,6.053308981,5.537919789,5.28123796,0,53.8,874,5.046992416,5.19390544,5.095124261,4.995801816,5.62952844,5.552484962,5.796847312,5.546306892
A9Z1J6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51E-93,41.5,299,NA,NA,NA,NA,NA,NA,NA,NA
A9Z1J8;P34258,B0303.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.637339602,NA,NA,5.141324327,NA,NA,NA,1.96E-31,20.6,467,NA,4.337327147,NA,NA,4.753485484,NA,NA,NA
A9Z1K9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47E-05,3.4,382,NA,NA,NA,NA,NA,NA,NA,NA
G5EBT3;A9Z1L1;Q6QUQ5;Q6QUQ6,srp-7,-1.444030911,-1.478557699,-2.012675933,-1.587988984,0.832590686,0.925768606,0.763464522,0.746010734,5.628235623,5.717695462,5.077585906,4.74548858,6.591921215,6.648613682,5.754829769,5.624746058,0,80.9,366,5.233297364,5.417683007,5.39555169,5.447662705,6.204082371,6.147789663,6.013757291,5.88981499
A9Z1L6,,NA,-0.43349364,NA,0.136600679,NA,1.193139801,NA,1.103301897,NA,5.110320297,4.829888872,4.814400771,5.298460069,5.364776057,5.008472419,5.44981768,8.84E-55,44.8,393,NA,4.810307842,5.147854656,5.516574895,4.910621226,4.863952038,5.267399942,5.714886611
B0M0L8,hsp-43,-0.852078763,-1.791730736,-1.590098958,-1.719051982,0.553870839,0.57359568,0.562942752,0.695115191,6.772086889,6.662351671,6.310693312,6.170349739,8.187097501,8.066437746,7.606392115,7.535914098,1.79E-197,37.8,336,6.377148631,6.362339216,6.628659096,6.872523864,7.799258657,7.565613727,7.865319637,7.80098303
B0M0L9;Q9BIA9,,NA,NA,NA,NA,NA,NA,NA,NA,4.708556861,4.515237825,4.051191125,NA,5.368007805,5.056104097,4.196949541,4.582551953,1.65E-134,42,326,4.313618603,4.21522537,4.369156908,NA,4.980168962,4.555280078,4.455877063,4.847620885
B0M0M3;P34545-2;P34545,cbp-1,-0.592732095,NA,NA,NA,0.041491364,-0.30018231,NA,NA,4.327542832,3.843625148,NA,NA,4.073754998,4.342698962,NA,NA,4.76E-70,11.2,2016,3.932604574,3.543612693,NA,NA,3.685916155,3.841874943,NA,NA
B0M0N9;B0M0P0;B6VQ90,glna-1,1.204864785,0.853188397,NA,NA,NA,NA,NA,NA,4.657027154,5.025346835,4.392098727,NA,4.651471852,NA,NA,NA,3.82E-127,25.7,791,4.262088896,4.725334379,4.710064511,NA,4.263633009,NA,NA,NA
O16457;B1GRK5,,NA,NA,NA,NA,1.731637473,1.646292794,NA,NA,4.975808493,NA,3.989965681,NA,6.086573366,6.034187121,5.339908353,5.323437745,1.93E-20,15.3,320,4.580870235,NA,4.307931465,NA,5.698734522,5.533363101,5.598835875,5.588506676
B1GRK6,,0.090495686,-1.531917887,NA,NA,0.703196094,1.009321002,NA,NA,4.978481816,4.984509311,NA,NA,5.439158941,5.446288573,4.477150207,NA,1.15E-128,23.8,564,4.583543557,4.684496856,NA,NA,5.051320098,4.945464553,4.736077729,NA
B1GRL0,,-0.380951044,0.853814023,NA,NA,0.791682521,NA,NA,NA,5.377670439,5.551828011,NA,NA,5.712784346,5.190415747,NA,NA,4.84E-16,14.9,422,4.982732181,5.251815556,NA,NA,5.324945502,4.689591728,NA,NA
B1GRL5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72E-66,54.2,142,NA,NA,NA,NA,NA,NA,NA,NA
B1Q233;Q18931,ubc-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036577,4.3,299,NA,NA,NA,NA,NA,NA,NA,NA
B1Q236,syg-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38E-21,8.1,730,NA,NA,NA,NA,NA,NA,NA,NA
B1Q237,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.976973228,NA,NA,NA,NA,NA,NA,2.99E-09,5.2,792,NA,4.676960773,NA,NA,NA,NA,NA,NA
B1Q250,ugt-26,-0.897705112,NA,NA,NA,0.050024389,-0.480782124,NA,NA,5.2254902,4.154697794,NA,4.102708055,5.831293744,5.562697224,4.198299609,4.435764759,7.56E-151,39.4,528,4.830551942,3.854685338,NA,4.804882179,5.443454901,5.061873205,4.457227131,4.700833691
B1Q251,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32E-32,20.2,198,NA,NA,NA,NA,NA,NA,NA,NA
B1Q254;B1Q255,,0.732428247,0.116160255,NA,NA,NA,NA,NA,NA,4.913670829,4.679273413,NA,3.751386894,NA,4.146034963,NA,4.303304077,3.40E-279,45.4,802,4.518732571,4.379260958,NA,4.453561019,NA,3.645210943,NA,4.568373009
B1Q259;Q21777,ztf-15,NA,NA,NA,NA,NA,NA,NA,NA,4.461798558,4.43492003,NA,NA,NA,NA,NA,NA,6.30E-06,4.7,681,4.066860299,4.134907575,NA,NA,NA,NA,NA,NA
Q5FC40;B1Q273,,NA,NA,NA,NA,0.998298623,0.680913926,1.13058654,1.305039598,5.702344358,5.673177631,NA,NA,7.701732002,7.573579366,6.977746462,6.672254915,5.09E-65,21.5,177,5.3074061,5.373165175,NA,NA,7.313893158,7.072755347,7.236673985,6.937323846
B1V898,poml-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65E-133,27.9,365,NA,NA,NA,NA,NA,NA,NA,NA
D9PTP1;D9PTP0;B1V8J2;Q9XWX6;D9PTN9;Q9XWX7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36E-35,16.5,139,NA,NA,NA,NA,NA,NA,NA,NA
B1V8K3;B1V8K4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87E-06,16.6,211,NA,NA,NA,NA,NA,NA,NA,NA
B2D6K7;G5ED29;D4PH96;Q5FC83,atx-2,0.920898421,0.08259116,0.340166754,NA,1.239463931,1.138092263,1.220715062,1.493418368,6.642157735,6.05838806,5.499109472,4.951444379,6.680453364,6.50747806,5.886473804,5.484228638,4.60E-229,28.9,930,6.247219477,5.758375605,5.817075256,5.653618504,6.292614521,6.006654041,6.145401326,5.749297569
G5EEB4;D2KT99;G5EGU9;Q565A8;B2D6L4;Q9XVV8;Q18094,szy-20,NA,NA,NA,NA,1.11916561,NA,NA,NA,NA,NA,NA,NA,5.257294498,NA,NA,NA,9.30E-11,5.7,457,NA,NA,NA,NA,4.869455655,NA,NA,NA
F5GUB1;B2D6L7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74E-82,49.7,149,NA,NA,NA,NA,NA,NA,NA,NA
B2D6M2;Q21769,lin-61,-0.951289378,-0.750692249,NA,-1.63988042,0.681700514,0.411406481,0.196954862,0.290762308,4.891526307,4.965164057,NA,3.942623075,6.113776284,6.097361445,5.01123201,4.872167932,2.01E-113,35.6,612,4.496588049,4.665151602,NA,4.644797199,5.72593744,5.596537425,5.270159533,5.137236863
B2D6M4;Q22397,aat-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58E-11,6,513,NA,NA,NA,NA,NA,NA,NA,NA
B2D6P1,rmd-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.076967952,NA,NA,4.52E-254,74.7,225,NA,NA,NA,NA,NA,4.576143933,NA,NA
G1K0Y0;B2D6P3;Q93485,obr-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88E-07,12.9,264,NA,NA,NA,NA,NA,NA,NA,NA
G5EC52;B2D6P4,tlf-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80E-10,8.7,505,NA,NA,NA,NA,NA,NA,NA,NA
E1B6V0;Q9XVK9;B2D6P5;P92004,tag-260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01E-10,15.9,245,NA,NA,NA,NA,NA,NA,NA,NA
B2FD96;B2FD95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04E-17,7.1,420,NA,NA,NA,NA,NA,NA,NA,NA
B2FDA6;B2FDA5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26E-07,14.9,94,NA,NA,NA,NA,NA,NA,NA,NA
B2MZA7;Q95QQ1,dnj-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92E-30,11.7,750,NA,NA,NA,NA,NA,NA,NA,NA
Q95QZ3;B2MZA9;Q95QZ4;Q10923,ntl-2,0.861919514,0.492768596,NA,1.015724194,0.696143284,0.611711255,0.45771223,NA,5.689557464,6.03120642,4.97742178,5.11414375,6.116175891,5.693058289,5.437766413,4.84933955,4.91E-98,31.5,317,5.294619206,5.731193965,5.295387564,5.816317874,5.728337048,5.19223427,5.696693935,5.114408482
B2MZB0,clr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35E-29,3.8,1407,NA,NA,NA,NA,NA,NA,NA,NA
B2MZB1;P18834,col-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-10,7.4,326,NA,NA,NA,NA,NA,NA,NA,NA
B2MZB2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E-16,28.1,121,NA,NA,NA,NA,NA,NA,NA,NA
B2MZC3;Q93931;Q7JL05,nuaf-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81E-70,30.9,220,NA,NA,NA,NA,NA,NA,NA,NA
B3CJ34,gcn-1,0.211598263,-0.658005777,-0.686791838,-1.233335903,0.848297018,0.826079462,0.692361644,0.75947806,5.84668342,5.811776022,5.029789471,4.848958461,6.621768098,6.584331224,5.890778592,5.688668936,0,40.6,2680,5.451745162,5.511763566,5.347755255,5.551132585,6.233929255,6.083507205,6.149706114,5.953737868
C0P277;B3CKG1,urm-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.245784017,NA,NA,NA,5.929740695,5.44352896,5.596827925,2.03E-07,14,100,NA,4.945771562,NA,NA,NA,5.428916676,5.702456482,5.861896857
Q8I7K5;B3GWA1;B3GWA0;Q95QI9,psf-1,0.075854496,-0.296897858,NA,NA,0.440772522,-0.036608829,NA,NA,5.748653093,5.775836091,5.095273988,5.066064897,6.361179902,6.002900069,4.544365744,NA,1.02E-73,42.5,374,5.353714835,5.475823636,5.413239772,5.768239022,5.973341058,5.502076049,4.803293266,NA
B3GWA6;Q9U3R1;Q17801;Q86MD3,atf-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99E-56,9.9,373,NA,NA,NA,NA,NA,NA,NA,NA
B3GWB3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98E-11,10.7,150,NA,NA,NA,NA,NA,NA,NA,NA
O01258;B3GWB9,vps-26,-0.911039586,NA,NA,NA,0.689427205,NA,NA,NA,5.411350293,4.153021744,NA,3.752194469,5.934301459,5.000260499,4.476918537,NA,2.27E-45,27.8,356,5.016412034,3.853009288,NA,4.454368594,5.546462616,4.499436479,4.735846059,NA
B3GWC0;Q19427,ndx-9,NA,-0.025879273,0.304576253,NA,0.850402441,0.630483264,NA,NA,5.0040633,5.398721036,5.185400483,5.302460808,5.831569054,5.807650013,5.005223425,5.07272769,3.33E-34,23.6,348,4.609125042,5.098708581,5.503366267,6.004634932,5.44373021,5.306825994,5.264150947,5.337796621
Q22234;B3GWC2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045525,6.2,193,NA,NA,NA,NA,NA,NA,NA,NA
B3GWD4;O45268,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.362425922,3.594547233,NA,9.97E-21,6.6,870,NA,NA,NA,NA,NA,3.861601903,3.853474756,NA
B3GWD5;O17610,cka-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090328607,NA,NA,5.332256624,5.894332681,NA,NA,9.00E-64,19.4,448,NA,4.790316152,NA,NA,4.944417781,5.393508661,NA,NA
B3KYC0;Q8WQA1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09E-45,21.4,524,NA,NA,NA,NA,NA,NA,NA,NA
B3WFT8,,-0.116497841,-0.128689329,0.136410375,-0.081339627,0.434617295,0.324364699,0.186705175,0.616746383,7.743133318,7.607808749,6.914115635,6.846058629,7.93712655,7.85661411,7.035749837,7.104145551,9.06E-231,55.5,384,7.348195059,7.307796294,7.232081419,7.548232753,7.549287706,7.355790091,7.29467736,7.369214482
B3WFW4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.10E-08,9.7,155,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTF9;B3WFW5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56E-82,14.9,619,NA,NA,NA,NA,NA,NA,NA,NA
B3WFW9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31E-133,64.9,171,NA,NA,NA,NA,NA,NA,NA,NA
B3WFX4;O17583,lin-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-06,1.6,931,NA,NA,NA,NA,NA,NA,NA,NA
B3WFX6;P90839,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.651142276,NA,NA,NA,NA,NA,NA,5.86E-12,9.3,621,NA,4.351129821,NA,NA,NA,NA,NA,NA
B3WFY2;Q9XUM4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.044657333,4.425583125,NA,4.864706825,4.687439775,4.425713509,4.413735517,9.91E-33,7.8,538,NA,3.744644878,4.743548909,NA,4.476867982,4.186615755,4.684641032,4.678804448
B3WFY7;P90933,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57E-71,53.2,201,NA,NA,NA,NA,NA,NA,NA,NA
Q9XVC2;O45527;B3WFZ1,fbxa-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00040786,3.5,345,NA,NA,NA,NA,NA,NA,NA,NA
B3WFZ3;B3WFZ4,,NA,NA,NA,NA,NA,NA,NA,NA,5.153662454,NA,NA,NA,5.021147936,NA,NA,NA,3.96E-119,38.7,432,4.758724195,NA,NA,NA,4.633309092,NA,NA,NA
